rank,wallet_address,layer3_xp
278,0xda0a4a7b33d99fa767fba10035bb0a58ef6d5a1b,1600
279,0xbffc62c0d48b8ab01d1a561e533c0f59256e6a00,1600
280,0x673c30f2203659a6fe7b7ce6b50968c9afa05a12,1600
281,0x957dbe00ae917aebd2d4f6507f325d3fdba6caa0,1600
282,0x2e7fe8551847302a76c9c2201b7228fe382d8a82,1600
283,0x08c615cb18f1f96e617b30f9f750da94f7f8188c,1600
284,0xc5672f89ad95570e466f5ed0681a229dddfd2c4e,1600
285,0xae605a4e79d7df7f8215ad703847b85a42f42bbe,1600
286,0x8b9ea54e89f15cd9b8a2ba4c2ae07bec937e9137,1600
287,0x536b8121fa1d05e2c7e1336da494d014e73b7db7,1600
288,0x25e58696fbc8eb88301ee06a57f77d9f0715ec97,1600
289,0xe0bbf9b2f219e2dfde891ca2e8b7f08592092623,1600
290,0xb3b5783736ec82883faaafde0d653348cf7b6163,1600
291,0x230d2f7d07d6d7f0326b49c6364e1174aa515015,1600
292,0x1a0752aa4d8111f0a2255fc484552fc89cd88d17,1600
293,0x42f50744fabf5e2873bba98234e78b11480fdee8,1600
294,0xa79cc43dc021d9728d9baf1d55e557489ee490eb,1600
295,0x534d4e798b2644266e4c431545925aeb2ce764bb,1600
296,0x9830d6b37fe7488707cc4ad7f8b481d75eb2a8c2,1600
297,0xda9e58d32a929ca385602e143a5f8e827bad13d5,1600
298,0x71815403f3cbad51287618e7d22a3e27e262991e,1600
299,0xa65b94246078729ed26bd85fc3ba33e2a47c8f66,1600
300,0xb3ff7130474372378a91446998e06f80ba448928,1600
301,0x3d335600833f6d4075184ea5350a3f37f3b82ce1,1600
302,0x4556c171dc77da167cad8b42ebccb35a9984f3e4,1600
303,0x4ae86e5353b8b171b6168b29862e11c04a05f210,1600
304,0xb0ec87e3b9a30f79cc4939f29d67922f3de4be61,1600
305,0xa9f137fafe1471f280f432f76971d5fb134a60b7,1600
306,0x6c70cac89cff827881368908c0e558b783c58eef,1600
307,0x6579b6a53ffbacba7532463a3d41027089c92ed1,1600
308,0x3a885e5333e0aabe1915902e23d2c59c564fde36,1600
309,0xf4900f9ddddf2c9c84835b2154804930ca1f916b,1600
310,0x65a4b717d9950cc364aa37a89a78c2bef3559200,1600
311,0x69aea131aa2c758e65affb07adac06a9d42d42ff,1600
312,0x4f69627d0c5f58eeb45367c47a22b7c41eaecc5f,1600
313,0x3e67e9c147fa18df710199d329f46bdaab128087,1600
314,0x78fc1dc25f83ec3329533bf70b5d819537f616ef,1600
315,0x757949992e9f93dd39111f91767fe07330345945,1600
316,0x1dc35afa8d2caff1b442c460d10faaa56d6b642e,1600
317,0x4ab60a7af31080518d39f870a8b2156d0b9f9f3e,1600
318,0x1ee9bf537cd03745cdcc5e00627c0539fbcbd07b,1600
319,0x4351b28c70fd7ca621e0fa9a977ec58ee89d2e81,1600
320,0x4f638698315bc3accaa1220c90d07bbd8f22dc53,1600
321,0x9b83b726bb8ed5e6299e65ae5b5296790edeaab5,1600
322,0xea0000417c01f868b4bbf84bc51acd99913a332f,1600
323,0x79926c541d1f28f9a0abc9c84592e31743cd1997,1600
324,0x41e779087782839c165ea580f3bf17b0d49895ea,1600
325,0x1d0712296eb33e0a3a7e0b6e2e935f01bec0bd39,1600
326,0x64f8e38e19c1b6992969dcd5769c149951018af1,1600
327,0x4cb115e1189cb13a029525aa731c161a2c8e2fc6,1600
328,0x68e510fac6090db72aa23d482c00cd0f1c139d64,1600
329,0x9fe1381bbf84af2bd3d1c1ee48eed57e475f3f30,1600
330,0x6653a5b634dac13458299c95f04c0e3c98f09adf,1600
331,0xac817b3c5577d104420b3fe01b4ac1b7126cb000,1600
332,0x77052973e8651cd62f38f9d1f7b1b3c67495e3a7,1600
333,0x87e8f36d5acfcaa1af52fda7cd29243fb34faeb5,1600
334,0xea6887f2b7d9eac0149b13f1a61019cba4b8a512,1600
335,0x7a95d923898cd8254d0b68467846ef7b61095900,1600
336,0x819c2ba99033eec2e9bf6875f29fb0484d34d049,1600
337,0x36b163248c4a3a41cb028541f004981feef3eea3,1600
338,0x839fa5c2c61389327459e49298fbaf2606e9a1c4,1600
339,0xa50488e81d589ed7c01b30061c9eb8b2e390568e,1600
340,0xd2ff27dc09dffe29d9efe7354dd43b54140217d2,1600
341,0x65ac10c93ba58726d3863c5d26f9b9bca85f0245,1600
342,0x8afd5844e2e2677fc6a34aebe549f3f1d228a2b5,1600
343,0xce2d451b77c439d01b598a716e928edf3d735547,1600
344,0xaccaaae9a153bacea2ded2e224046bc7382e6fad,1600
345,0x79c078b7018f312d7ad50ed227a80a3f3a0c17a7,1600
346,0x234931d5d656930923631ded2b9fa304b9f843a4,1600
347,0xb062f011372ccbfd119f57be4047b58b22eee47d,1600
348,0x029d1923f5c2c07bb54b6d5acce4a320fe0e51b9,1600
349,0xa337aaf766db4d26d14aa092e600f98671378146,1600
350,0x2df55e0fd3a0b1f00c6de17b12d96e7351bc0744,1600
351,0xb70fc55cca2258e466a6847abba53347a404a2ce,1600
352,0x95a1b7a45bc12c386c7f7a81081cce9282b1c409,1600
353,0xb9a1670ed42c8f38d586b8ecadb88ed312595a8c,1600
354,0xe309c6b8e5af174632ddd2afcb19b5f457c2cf6d,1600
355,0x49fa25d23b9296054233963ab81897c72335a495,1600
356,0xb3467880204d2a2d5dbff08ee67584cde9035253,1600
357,0xd20a6c3f4e1ed130907f611a90741dc3a2541875,1600
358,0x6f7e861b4dfc55357360ad2ada01bb8fc4eec80f,1600
359,0xc6a61d9856ce1bea14861860714a77342fef7952,1600
360,0x685c99e8780e5a7f158617cc2e9acc0e45a66120,1600
361,0x13988cef5721a77e9a873b9c988559abd698516a,1600
362,0x395fc9a7b8b2371721aaceba07cf7ae23f55ba14,1600
363,0x6cf0585bc2482cefc2ef142e7a3d2af6916370b4,1600
364,0x7539472dad6a371e6e152c5a203469aa32314130,1600
365,0x042cd024ec30cfadd9856c0427b22f25bc04ded3,1600
366,0x932aaf84e1f17a83abb4c21bd47dc5939bb0026e,1600
367,0x594c9ad8d38fd59daeae8520ab1e31b2a866c4f2,1600
368,0xb033cbfbf8514fdd48aca49fa802fe243b0fb6ae,1600
369,0x39c36e1bfefd8378e24d86557928d60af8c4a122,1600
370,0x4bb4bcff5ac0c2140fac3f0cc428291a905b4b72,1600
371,0xfa709eda2be86bfca752374d62b59abfd45e5b20,1600
372,0x58371d22ec5d2af6c0b4bfa971b60174da05fa52,1600
373,0x61bff993d2d8428b1aabe9e6107db87642680022,1600
374,0x3906ddbae2d8af0581a38a09c90e14b48f3d2f94,1600
375,0x071fb19eb2d0b1da6fe0a1fa05883b7e159df756,1600
376,0xcf03f6a295b6b27b36e8f31c001ba5d86567811b,1600
377,0xfc24b0b233c6887a8315de551c2bb9bc8d8076f8,1600
378,0x3b102801bb810c573776587081489cdf8979e834,1600
379,0xf0276d7d27a98cbed1635e7079716e9eed73f329,1600
380,0x880c4f74c3d4c39d75f8e2ad958f40671416bf66,1600
381,0xd5d2bcc897508ebbf2aca0da2ea9bd307c659373,1600
382,0xd376f8009bb2eb50c5fcde6d4c5c1dd0d9f0a78a,1600
383,0x73b41fafc67fbee0afd35eaeaba76e7468083f07,1600
384,0x08a2ac4c8abf3b29d18a33508d333eab9ec29011,1600
385,0xd03e33b5b6556e43734b764c3d6f10f80b932b0f,1600
386,0x38eb9929b0e7a8d1a27fc3e12166327b666f4138,1600
387,0xd4c4b000fe8036b3399d1ab8757a19ac55a81c3b,1600
388,0x402c98108e7860aaad7d741bd1727bb10deaf936,1600
389,0x264b9ca2ac81e7221d39c834c0c21f258ecf4b08,1600
390,0x2a8bd383500d902595d8078896a4de1d410fdad8,1600
391,0xa67144634230577b94d1545ca115f605ac800e21,1600
392,0x625e0a54fec76e881e86ef7a3666f1c2868390d1,1600
393,0xb92867aff20b0870a723250d5d27520d6b2c8629,1600
394,0x83b0c326f3cbfae5d751e6681ca68225aabce98e,1600
395,0xdf18a1fba13d9b19a8e18f6f51baa29a787f177a,1600
396,0xf896d91f64f55fba92d10a19020c8142966167d0,1600
397,0x06f49234105a579ddae8ab9396e698ccf5b776f5,1600
398,0x28aa5c6653bf726a70ec922dc310dbcfb90c7dc6,1600
399,0x1412729138834ffa100473cc7a749c7d17fb73b6,1600
400,0xdb0960cc3c7ac06f1680e4a40e0276f42b6320c2,1600
401,0x3b69f8145dcc79295ba9080a24b6c8ac80351d46,1600
402,0x6787978f06d6efebc5ef7bd2bf90b28ee5a1cf49,1600
403,0x5ba6d8489a3b4f0bf8a364ee91bd24e2c64d50c8,1600
404,0x62050a8ff39250a6b6e35938a2537524fcaacd58,1600
405,0xe8a4e0c7cbeb034fce661f08a52719592e7ad5fc,1600
406,0xbdf4c5ff618727c3d71d2c3266ac26065bb31ccd,1600
407,0xae7e2aa76f463ca04812906f9c8c3d870704bd8d,1600
