block_time,blockchain,total,attested_schemas,unique_attesters,unique_recipients
2023-12-05 00:00:00.000 UTC,optimism,49,14,21,27
2023-12-05 00:00:00.000 UTC,scroll,2,1,1,2
2023-12-06 00:00:00.000 UTC,arbitrum,3,2,2,3
2023-12-06 00:00:00.000 UTC,base,7056,5,4,5097
2023-12-06 00:00:00.000 UTC,optimism,99,14,19,77
2023-12-07 00:00:00.000 UTC,arbitrum,3,1,1,2
2023-12-07 00:00:00.000 UTC,base,9188,2,1,6716
2023-12-07 00:00:00.000 UTC,optimism,954,7,13,952
2023-12-08 00:00:00.000 UTC,base,2310,3,2,1611
2023-12-08 00:00:00.000 UTC,optimism,3192,6,21,3171
2023-12-08 00:00:00.000 UTC,scroll,1,1,1,1
2023-12-09 00:00:00.000 UTC,arbitrum,5,3,3,5
2023-12-09 00:00:00.000 UTC,base,968,2,1,644
2023-12-09 00:00:00.000 UTC,optimism,4437,3,13,4411
2023-12-10 00:00:00.000 UTC,arbitrum,47,4,4,47
2023-12-10 00:00:00.000 UTC,base,1119,3,2,742
2023-12-10 00:00:00.000 UTC,optimism,2743,5,9,2727
2023-12-11 00:00:00.000 UTC,arbitrum,262,3,3,259
2023-12-11 00:00:00.000 UTC,base,1012,2,1,671
2023-12-11 00:00:00.000 UTC,optimism,1365,7,12,1360
2023-12-12 00:00:00.000 UTC,arbitrum,205,2,2,205
2023-12-12 00:00:00.000 UTC,base,933,3,2,610
2023-12-12 00:00:00.000 UTC,optimism,100,6,11,98
2023-12-13 00:00:00.000 UTC,arbitrum,412,4,3,407
2023-12-13 00:00:00.000 UTC,base,994,2,1,659
2023-12-13 00:00:00.000 UTC,optimism,83,11,19,65
2023-12-14 00:00:00.000 UTC,arbitrum,1,1,1,1
2023-12-14 00:00:00.000 UTC,base,948,2,1,626
2023-12-14 00:00:00.000 UTC,optimism,2535,9,12,965
2023-12-15 00:00:00.000 UTC,base,677,3,2,460
2023-12-15 00:00:00.000 UTC,ethereum,1,1,1,1
2023-12-15 00:00:00.000 UTC,optimism,2470,15,17,758
2023-12-16 00:00:00.000 UTC,arbitrum,1,1,1,1
2023-12-16 00:00:00.000 UTC,base,831,2,1,560
2023-12-16 00:00:00.000 UTC,optimism,2142,8,8,748
2023-12-17 00:00:00.000 UTC,base,772,3,2,507
2023-12-17 00:00:00.000 UTC,ethereum,1,1,1,1
2023-12-17 00:00:00.000 UTC,optimism,2505,9,9,911
2023-12-18 00:00:00.000 UTC,arbitrum,11,9,6,7
2023-12-18 00:00:00.000 UTC,base,829,2,1,546
2023-12-18 00:00:00.000 UTC,optimism,2288,12,12,887
2023-12-19 00:00:00.000 UTC,arbitrum,2,2,2,2
2023-12-19 00:00:00.000 UTC,base,886,5,4,606
2023-12-19 00:00:00.000 UTC,optimism,2121,12,12,817
2023-12-19 00:00:00.000 UTC,polygon,46,1,1,1
2023-12-20 00:00:00.000 UTC,base,986,4,3,652
2023-12-20 00:00:00.000 UTC,optimism,1578,13,15,603
2023-12-21 00:00:00.000 UTC,base,979,2,1,677
2023-12-21 00:00:00.000 UTC,optimism,981,9,8,433
2023-12-21 00:00:00.000 UTC,polygon,1,1,1,1
2023-12-22 00:00:00.000 UTC,arbitrum,1,1,1,1
2023-12-22 00:00:00.000 UTC,base,18853,3,2,13815
2023-12-22 00:00:00.000 UTC,optimism,1195,12,24,468
2023-12-23 00:00:00.000 UTC,base,11674,3,2,8616
2023-12-23 00:00:00.000 UTC,optimism,1485,12,19,523
2023-12-24 00:00:00.000 UTC,base,8267,2,1,5952
2023-12-24 00:00:00.000 UTC,optimism,1199,9,13,472
2023-12-24 00:00:00.000 UTC,polygon,1,1,1,1
2023-12-25 00:00:00.000 UTC,base,7083,3,2,5029
2023-12-25 00:00:00.000 UTC,optimism,1859,16,13,543
2023-12-26 00:00:00.000 UTC,base,7157,2,1,5078
2023-12-26 00:00:00.000 UTC,optimism,3804,17,11,662
2023-12-27 00:00:00.000 UTC,base,7494,2,1,5349
2023-12-27 00:00:00.000 UTC,ethereum,1,1,1,1
2023-12-27 00:00:00.000 UTC,optimism,2487,25,17,569
2023-12-28 00:00:00.000 UTC,arbitrum,5,4,2,4
2023-12-28 00:00:00.000 UTC,base,7018,2,1,4952
2023-12-28 00:00:00.000 UTC,optimism,1751,20,11,608
2023-12-29 00:00:00.000 UTC,base,5794,3,2,4089
2023-12-29 00:00:00.000 UTC,optimism,1265,19,17,439
2023-12-29 00:00:00.000 UTC,polygon,1,1,1,1
2023-12-30 00:00:00.000 UTC,base,5684,2,1,3954
2023-12-30 00:00:00.000 UTC,optimism,771,22,12,277
2023-12-31 00:00:00.000 UTC,base,4883,2,1,3468
2023-12-31 00:00:00.000 UTC,optimism,822,20,9,238
2024-01-01 00:00:00.000 UTC,base,4926,2,1,3444
2024-01-01 00:00:00.000 UTC,optimism,595,20,9,201
2024-01-02 00:00:00.000 UTC,base,7903,2,1,5562
2024-01-02 00:00:00.000 UTC,optimism,908,20,11,499
2024-01-03 00:00:00.000 UTC,base,6491,2,1,4428
2024-01-03 00:00:00.000 UTC,optimism,1432,26,13,972
2024-01-04 00:00:00.000 UTC,base,3571,2,1,2414
2024-01-04 00:00:00.000 UTC,optimism,1412,25,14,873
2024-01-05 00:00:00.000 UTC,arbitrum,2,1,1,2
2024-01-05 00:00:00.000 UTC,base,1673,2,1,1102
2024-01-05 00:00:00.000 UTC,optimism,1057,24,13,650
2024-01-06 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-01-06 00:00:00.000 UTC,base,1284,3,2,878
2024-01-06 00:00:00.000 UTC,optimism,912,18,10,651
2024-01-07 00:00:00.000 UTC,base,1210,2,1,837
2024-01-07 00:00:00.000 UTC,optimism,898,18,11,443
2024-01-08 00:00:00.000 UTC,arbitrum,40,2,2,38
2024-01-08 00:00:00.000 UTC,base,1583,4,2,1072
2024-01-08 00:00:00.000 UTC,optimism,1257,22,16,688
2024-01-09 00:00:00.000 UTC,arbitrum,13,3,3,13
2024-01-09 00:00:00.000 UTC,base,1147,2,1,785
2024-01-09 00:00:00.000 UTC,optimism,1430,19,14,807
2024-01-10 00:00:00.000 UTC,arbitrum,2,2,2,2
2024-01-10 00:00:00.000 UTC,base,597,3,2,408
2024-01-10 00:00:00.000 UTC,optimism,2218,19,12,1755
2024-01-11 00:00:00.000 UTC,arbitrum,2,2,2,2
2024-01-11 00:00:00.000 UTC,base,753,4,3,499
2024-01-11 00:00:00.000 UTC,optimism,2606,19,16,1698
2024-01-12 00:00:00.000 UTC,arbitrum,4,3,2,4
2024-01-12 00:00:00.000 UTC,base,582,3,2,402
2024-01-12 00:00:00.000 UTC,optimism,3166,21,24,1432
2024-01-13 00:00:00.000 UTC,arbitrum,192,4,3,189
2024-01-13 00:00:00.000 UTC,base,594,4,3,407
2024-01-13 00:00:00.000 UTC,optimism,3181,23,15,1351
2024-01-14 00:00:00.000 UTC,arbitrum,71,2,2,71
2024-01-14 00:00:00.000 UTC,base,633,2,1,424
2024-01-14 00:00:00.000 UTC,ethereum,2,1,1,1
2024-01-14 00:00:00.000 UTC,optimism,2462,18,9,1034
2024-01-15 00:00:00.000 UTC,arbitrum,136,3,2,107
2024-01-15 00:00:00.000 UTC,base,573,4,3,382
2024-01-15 00:00:00.000 UTC,optimism,2330,18,10,811
2024-01-16 00:00:00.000 UTC,arbitrum,110,4,4,75
2024-01-16 00:00:00.000 UTC,base,568,3,2,387
2024-01-16 00:00:00.000 UTC,optimism,3276,18,14,790
2024-01-17 00:00:00.000 UTC,arbitrum,31,1,1,19
2024-01-17 00:00:00.000 UTC,base,536,4,2,363
2024-01-17 00:00:00.000 UTC,optimism,1384,21,18,655
2024-01-18 00:00:00.000 UTC,arbitrum,45,4,4,31
2024-01-18 00:00:00.000 UTC,base,558,4,2,375
2024-01-18 00:00:00.000 UTC,ethereum,1,1,1,1
2024-01-18 00:00:00.000 UTC,optimism,866,30,13,442
2024-01-19 00:00:00.000 UTC,arbitrum,12,1,1,8
2024-01-19 00:00:00.000 UTC,base,510,3,2,349
2024-01-19 00:00:00.000 UTC,optimism,1010,33,21,605
2024-01-20 00:00:00.000 UTC,arbitrum,18,4,2,11
2024-01-20 00:00:00.000 UTC,base,566,3,2,364
2024-01-20 00:00:00.000 UTC,optimism,1325,18,11,895
2024-01-21 00:00:00.000 UTC,arbitrum,13,2,2,11
2024-01-21 00:00:00.000 UTC,base,544,2,1,360
2024-01-21 00:00:00.000 UTC,optimism,1094,31,13,847
2024-01-22 00:00:00.000 UTC,arbitrum,10,3,3,8
2024-01-22 00:00:00.000 UTC,base,573,4,3,391
2024-01-22 00:00:00.000 UTC,optimism,864,21,16,533
2024-01-23 00:00:00.000 UTC,arbitrum,7,1,1,6
2024-01-23 00:00:00.000 UTC,base,509,5,4,348
2024-01-23 00:00:00.000 UTC,optimism,719,19,12,570
2024-01-24 00:00:00.000 UTC,arbitrum,10,3,3,5
2024-01-24 00:00:00.000 UTC,base,469,4,3,318
2024-01-24 00:00:00.000 UTC,ethereum,1,1,1,1
2024-01-24 00:00:00.000 UTC,optimism,1207,29,56,817
2024-01-25 00:00:00.000 UTC,arbitrum,8,2,2,6
2024-01-25 00:00:00.000 UTC,base,402,6,7,269
2024-01-25 00:00:00.000 UTC,optimism,1052,28,11,722
2024-01-26 00:00:00.000 UTC,arbitrum,5,3,3,5
2024-01-26 00:00:00.000 UTC,base,507,9,4,324
2024-01-26 00:00:00.000 UTC,optimism,1164,33,15,695
2024-01-27 00:00:00.000 UTC,arbitrum,6,2,2,4
2024-01-27 00:00:00.000 UTC,base,501,8,5,337
2024-01-27 00:00:00.000 UTC,ethereum,1,1,1,1
2024-01-27 00:00:00.000 UTC,optimism,945,21,15,513
2024-01-28 00:00:00.000 UTC,arbitrum,2,1,1,2
2024-01-28 00:00:00.000 UTC,base,662,6,11,476
2024-01-28 00:00:00.000 UTC,optimism,1296,17,11,695
2024-01-29 00:00:00.000 UTC,arbitrum,6,2,2,6
2024-01-29 00:00:00.000 UTC,base,765,10,7,549
2024-01-29 00:00:00.000 UTC,optimism,1235,31,15,737
2024-01-30 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-01-30 00:00:00.000 UTC,base,717,8,7,524
2024-01-30 00:00:00.000 UTC,optimism,1174,18,11,694
2024-01-31 00:00:00.000 UTC,arbitrum,11,2,2,3
2024-01-31 00:00:00.000 UTC,base,968,7,4,701
2024-01-31 00:00:00.000 UTC,optimism,1268,17,9,677
2024-02-01 00:00:00.000 UTC,arbitrum,6,3,2,2
2024-02-01 00:00:00.000 UTC,base,1030,6,5,740
2024-02-01 00:00:00.000 UTC,optimism,1227,18,10,679
2024-02-02 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-02-02 00:00:00.000 UTC,base,964,5,4,674
2024-02-02 00:00:00.000 UTC,optimism,1765,38,17,680
2024-02-02 00:00:00.000 UTC,polygon,13,2,3,4
2024-02-03 00:00:00.000 UTC,arbitrum,4,2,2,3
2024-02-03 00:00:00.000 UTC,base,931,6,5,552
2024-02-03 00:00:00.000 UTC,optimism,1512,26,31,595
2024-02-04 00:00:00.000 UTC,arbitrum,2,1,1,2
2024-02-04 00:00:00.000 UTC,base,777,8,7,555
2024-02-04 00:00:00.000 UTC,optimism,2624,21,16,742
2024-02-05 00:00:00.000 UTC,arbitrum,4,2,2,3
2024-02-05 00:00:00.000 UTC,base,3250,6,2495,533
2024-02-05 00:00:00.000 UTC,optimism,2266,16,12,679
2024-02-05 00:00:00.000 UTC,polygon,3,3,3,3
2024-02-06 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-02-06 00:00:00.000 UTC,base,2516,9,258,1691
2024-02-06 00:00:00.000 UTC,ethereum,4,1,1,1
2024-02-06 00:00:00.000 UTC,optimism,5201,20,16,1275
2024-02-07 00:00:00.000 UTC,arbitrum,4,2,2,3
2024-02-07 00:00:00.000 UTC,base,977,8,68,664
2024-02-07 00:00:00.000 UTC,optimism,7545,30,18,1050
2024-02-07 00:00:00.000 UTC,polygon,5,2,2,3
2024-02-08 00:00:00.000 UTC,arbitrum,2,1,1,2
2024-02-08 00:00:00.000 UTC,base,775,6,130,469
2024-02-08 00:00:00.000 UTC,optimism,566,16,18,439
2024-02-09 00:00:00.000 UTC,arbitrum,3,2,2,2
2024-02-09 00:00:00.000 UTC,base,572,4,5,389
2024-02-09 00:00:00.000 UTC,optimism,434,16,15,394
2024-02-10 00:00:00.000 UTC,arbitrum,2,1,1,2
2024-02-10 00:00:00.000 UTC,base,582,5,7,394
2024-02-10 00:00:00.000 UTC,optimism,560,17,16,388
2024-02-10 00:00:00.000 UTC,polygon,1,1,1,1
2024-02-10 00:00:00.000 UTC,scroll,1,1,1,1
2024-02-11 00:00:00.000 UTC,arbitrum,2,2,2,2
2024-02-11 00:00:00.000 UTC,base,555,4,5,385
2024-02-11 00:00:00.000 UTC,optimism,791,17,19,406
2024-02-12 00:00:00.000 UTC,arbitrum,5,1,1,3
2024-02-12 00:00:00.000 UTC,base,608,4,3,419
2024-02-12 00:00:00.000 UTC,optimism,1157,19,19,438
2024-02-13 00:00:00.000 UTC,base,623,7,6,397
2024-02-13 00:00:00.000 UTC,optimism,1076,16,19,483
2024-02-13 00:00:00.000 UTC,polygon,1,1,1,1
2024-02-14 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-02-14 00:00:00.000 UTC,base,726,6,5,488
2024-02-14 00:00:00.000 UTC,optimism,703,19,21,470
2024-02-14 00:00:00.000 UTC,polygon,2,1,1,1
2024-02-15 00:00:00.000 UTC,arbitrum,7,4,3,5
2024-02-15 00:00:00.000 UTC,base,584,7,6,412
2024-02-15 00:00:00.000 UTC,optimism,657,17,21,319
2024-02-15 00:00:00.000 UTC,polygon,4,1,2,2
2024-02-16 00:00:00.000 UTC,arbitrum,4,1,1,2
2024-02-16 00:00:00.000 UTC,base,638,5,4,446
2024-02-16 00:00:00.000 UTC,optimism,876,14,18,500
2024-02-17 00:00:00.000 UTC,arbitrum,5,1,1,3
2024-02-17 00:00:00.000 UTC,base,650,5,4,453
2024-02-17 00:00:00.000 UTC,optimism,879,15,18,522
2024-02-18 00:00:00.000 UTC,base,707,4,3,492
2024-02-18 00:00:00.000 UTC,optimism,954,16,19,515
2024-02-19 00:00:00.000 UTC,base,715,5,4,497
2024-02-19 00:00:00.000 UTC,optimism,878,16,17,498
2024-02-19 00:00:00.000 UTC,polygon,4,2,1,1
2024-02-20 00:00:00.000 UTC,arbitrum,3,2,2,2
2024-02-20 00:00:00.000 UTC,base,685,6,5,478
2024-02-20 00:00:00.000 UTC,optimism,1159,16,191,681
2024-02-20 00:00:00.000 UTC,polygon,1,1,1,1
2024-02-21 00:00:00.000 UTC,arbitrum,4,3,3,3
2024-02-21 00:00:00.000 UTC,base,616,6,4,438
2024-02-21 00:00:00.000 UTC,optimism,644,19,116,508
2024-02-21 00:00:00.000 UTC,polygon,1,1,1,1
2024-02-22 00:00:00.000 UTC,arbitrum,3,2,2,3
2024-02-22 00:00:00.000 UTC,base,606,9,6,431
2024-02-22 00:00:00.000 UTC,optimism,603,18,51,375
2024-02-22 00:00:00.000 UTC,scroll,2,2,2,2
2024-02-23 00:00:00.000 UTC,arbitrum,3,2,2,3
2024-02-23 00:00:00.000 UTC,base,601,5,4,440
2024-02-23 00:00:00.000 UTC,optimism,892,18,29,449
2024-02-24 00:00:00.000 UTC,arbitrum,2,1,1,2
2024-02-24 00:00:00.000 UTC,base,618,5,4,460
2024-02-24 00:00:00.000 UTC,optimism,3116,18,27,1180
2024-02-25 00:00:00.000 UTC,arbitrum,3,2,2,2
2024-02-25 00:00:00.000 UTC,base,736,8,7,521
2024-02-25 00:00:00.000 UTC,optimism,3023,21,25,1174
2024-02-25 00:00:00.000 UTC,scroll,1,1,1,1
2024-02-26 00:00:00.000 UTC,arbitrum,4,3,3,3
2024-02-26 00:00:00.000 UTC,base,676,7,5,480
2024-02-26 00:00:00.000 UTC,optimism,1544,30,36,670
2024-02-26 00:00:00.000 UTC,scroll,1,1,1,1
2024-02-27 00:00:00.000 UTC,arbitrum,4,2,2,3
2024-02-27 00:00:00.000 UTC,base,869,9,5,609
2024-02-27 00:00:00.000 UTC,optimism,1997,19,21,783
2024-02-28 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-02-28 00:00:00.000 UTC,base,2731,8,5,849
2024-02-28 00:00:00.000 UTC,optimism,2965,20,22,1108
2024-02-29 00:00:00.000 UTC,arbitrum,3,3,3,2
2024-02-29 00:00:00.000 UTC,base,898,15,36,598
2024-02-29 00:00:00.000 UTC,optimism,403,18,20,283
2024-02-29 00:00:00.000 UTC,polygon,1,1,1,1
2024-03-01 00:00:00.000 UTC,arbitrum,2,1,1,1
2024-03-01 00:00:00.000 UTC,base,1438,24,78,778
2024-03-01 00:00:00.000 UTC,optimism,418,18,21,295
2024-03-02 00:00:00.000 UTC,arbitrum,6,2,2,4
2024-03-02 00:00:00.000 UTC,base,824,16,55,531
2024-03-02 00:00:00.000 UTC,optimism,1026,16,17,509
2024-03-03 00:00:00.000 UTC,arbitrum,88,3,2,87
2024-03-03 00:00:00.000 UTC,base,806,14,35,533
2024-03-03 00:00:00.000 UTC,optimism,130,8,18,127
2024-03-04 00:00:00.000 UTC,arbitrum,108,3,2,108
2024-03-04 00:00:00.000 UTC,base,804,8,6,533
2024-03-04 00:00:00.000 UTC,optimism,42,5,11,40
2024-03-05 00:00:00.000 UTC,arbitrum,98,3,2,95
2024-03-05 00:00:00.000 UTC,base,896,7,5,612
2024-03-05 00:00:00.000 UTC,optimism,39,7,8,33
2024-03-06 00:00:00.000 UTC,arbitrum,22,2,2,21
2024-03-06 00:00:00.000 UTC,base,988,8,6,670
2024-03-06 00:00:00.000 UTC,optimism,212,14,17,205
2024-03-07 00:00:00.000 UTC,arbitrum,12,1,1,12
2024-03-07 00:00:00.000 UTC,base,920,5,4,623
2024-03-07 00:00:00.000 UTC,optimism,209,9,17,204
2024-03-08 00:00:00.000 UTC,arbitrum,8,3,3,7
2024-03-08 00:00:00.000 UTC,base,878,4,3,586
2024-03-08 00:00:00.000 UTC,optimism,188,2,12,187
2024-03-09 00:00:00.000 UTC,arbitrum,9,4,4,8
2024-03-09 00:00:00.000 UTC,base,860,5,4,587
2024-03-09 00:00:00.000 UTC,optimism,241,5,19,241
2024-03-10 00:00:00.000 UTC,arbitrum,2,1,1,2
2024-03-10 00:00:00.000 UTC,base,750,4,3,515
2024-03-10 00:00:00.000 UTC,optimism,259,5,33,243
2024-03-11 00:00:00.000 UTC,base,973,6,5,648
2024-03-11 00:00:00.000 UTC,optimism,181,5,21,181
2024-03-11 00:00:00.000 UTC,polygon,3,1,1,1
2024-03-12 00:00:00.000 UTC,arbitrum,3,3,2,3
2024-03-12 00:00:00.000 UTC,base,939,6,4,626
2024-03-12 00:00:00.000 UTC,optimism,286,5,15,283
2024-03-12 00:00:00.000 UTC,polygon,5,2,2,2
2024-03-13 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-03-13 00:00:00.000 UTC,base,985,5,4,653
2024-03-13 00:00:00.000 UTC,optimism,240,4,14,235
2024-03-14 00:00:00.000 UTC,arbitrum,2,2,2,2
2024-03-14 00:00:00.000 UTC,base,960,9,7,647
2024-03-14 00:00:00.000 UTC,optimism,224,6,18,224
2024-03-15 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-03-15 00:00:00.000 UTC,base,884,7,6,566
2024-03-15 00:00:00.000 UTC,optimism,254,5,17,252
2024-03-16 00:00:00.000 UTC,base,832,5,4,549
2024-03-16 00:00:00.000 UTC,optimism,290,6,18,286
2024-03-17 00:00:00.000 UTC,base,844,4,3,564
2024-03-17 00:00:00.000 UTC,optimism,284,4,19,283
2024-03-18 00:00:00.000 UTC,arbitrum,6,3,3,3
2024-03-18 00:00:00.000 UTC,base,868,7,7,566
2024-03-18 00:00:00.000 UTC,optimism,260,5,18,258
2024-03-18 00:00:00.000 UTC,polygon,5,1,1,1
2024-03-19 00:00:00.000 UTC,base,749,6,5,492
2024-03-19 00:00:00.000 UTC,optimism,222,7,20,219
2024-03-19 00:00:00.000 UTC,polygon,4,3,4,4
2024-03-20 00:00:00.000 UTC,base,883,8,12,556
2024-03-20 00:00:00.000 UTC,celo,46,1,1,1
2024-03-20 00:00:00.000 UTC,optimism,262,7,21,258
2024-03-20 00:00:00.000 UTC,polygon,1,1,1,1
2024-03-21 00:00:00.000 UTC,arbitrum,4,2,2,4
2024-03-21 00:00:00.000 UTC,base,760,6,6,491
2024-03-21 00:00:00.000 UTC,optimism,267,4,21,267
2024-03-21 00:00:00.000 UTC,polygon,4,2,3,2
2024-03-22 00:00:00.000 UTC,base,731,7,7,488
2024-03-22 00:00:00.000 UTC,optimism,264,5,17,263
2024-03-23 00:00:00.000 UTC,base,694,5,5,474
2024-03-23 00:00:00.000 UTC,optimism,264,3,18,263
2024-03-24 00:00:00.000 UTC,base,807,5,5,525
2024-03-24 00:00:00.000 UTC,optimism,294,6,19,284
2024-03-25 00:00:00.000 UTC,base,840,5,4,562
2024-03-25 00:00:00.000 UTC,optimism,229,7,19,223
2024-03-26 00:00:00.000 UTC,arbitrum,3,2,2,3
2024-03-26 00:00:00.000 UTC,base,881,8,7,579
2024-03-26 00:00:00.000 UTC,optimism,309,7,21,308
2024-03-27 00:00:00.000 UTC,arbitrum,3,3,3,3
2024-03-27 00:00:00.000 UTC,base,864,7,4,561
2024-03-27 00:00:00.000 UTC,optimism,292,10,22,287
2024-03-28 00:00:00.000 UTC,arbitrum,32,1,1,31
2024-03-28 00:00:00.000 UTC,base,828,7,11,545
2024-03-28 00:00:00.000 UTC,optimism,354,7,17,354
2024-03-29 00:00:00.000 UTC,arbitrum,25,2,2,24
2024-03-29 00:00:00.000 UTC,base,834,6,9,562
2024-03-29 00:00:00.000 UTC,ethereum,1,1,1,1
2024-03-29 00:00:00.000 UTC,optimism,481,8,17,468
2024-03-30 00:00:00.000 UTC,arbitrum,8,2,2,7
2024-03-30 00:00:00.000 UTC,base,730,4,4,489
2024-03-30 00:00:00.000 UTC,optimism,393,8,21,390
2024-03-31 00:00:00.000 UTC,arbitrum,8,2,2,8
2024-03-31 00:00:00.000 UTC,base,943,3,2,625
2024-03-31 00:00:00.000 UTC,optimism,388,4,16,388
2024-04-01 00:00:00.000 UTC,arbitrum,7,4,3,7
2024-04-01 00:00:00.000 UTC,base,1152,8,9,756
2024-04-01 00:00:00.000 UTC,ethereum,1,1,1,1
2024-04-01 00:00:00.000 UTC,optimism,311,12,23,308
2024-04-01 00:00:00.000 UTC,scroll,1,1,1,1
2024-04-02 00:00:00.000 UTC,arbitrum,10,3,2,10
2024-04-02 00:00:00.000 UTC,base,975,7,10,652
2024-04-02 00:00:00.000 UTC,optimism,347,7,19,347
2024-04-03 00:00:00.000 UTC,arbitrum,9,3,3,9
2024-04-03 00:00:00.000 UTC,base,1022,6,10,682
2024-04-03 00:00:00.000 UTC,optimism,282,16,21,274
2024-04-04 00:00:00.000 UTC,arbitrum,7,5,4,7
2024-04-04 00:00:00.000 UTC,base,1042,10,8,690
2024-04-04 00:00:00.000 UTC,celo,1,1,1,1
2024-04-04 00:00:00.000 UTC,optimism,315,9,18,309
2024-04-04 00:00:00.000 UTC,scroll,1,1,1,1
2024-04-05 00:00:00.000 UTC,arbitrum,19,3,2,11
2024-04-05 00:00:00.000 UTC,base,1019,5,4,662
2024-04-05 00:00:00.000 UTC,ethereum,1,1,1,1
2024-04-05 00:00:00.000 UTC,optimism,408,13,21,404
2024-04-05 00:00:00.000 UTC,scroll,1,1,1,1
2024-04-06 00:00:00.000 UTC,arbitrum,23,4,4,10
2024-04-06 00:00:00.000 UTC,base,828,4,3,544
2024-04-06 00:00:00.000 UTC,optimism,510,7,17,493
2024-04-06 00:00:00.000 UTC,scroll,23,3,1,18
2024-04-07 00:00:00.000 UTC,arbitrum,3,1,1,3
2024-04-07 00:00:00.000 UTC,base,892,4,7,594
2024-04-07 00:00:00.000 UTC,ethereum,1,1,1,1
2024-04-07 00:00:00.000 UTC,optimism,374,3,15,372
2024-04-07 00:00:00.000 UTC,scroll,1,1,1,1
2024-04-08 00:00:00.000 UTC,arbitrum,13,7,6,5
2024-04-08 00:00:00.000 UTC,base,1123,6,4,747
2024-04-08 00:00:00.000 UTC,optimism,463,12,22,458
2024-04-08 00:00:00.000 UTC,scroll,1,1,1,1
2024-04-09 00:00:00.000 UTC,arbitrum,2,2,2,2
2024-04-09 00:00:00.000 UTC,base,937,4,3,636
2024-04-09 00:00:00.000 UTC,optimism,543,7,20,539
2024-04-10 00:00:00.000 UTC,arbitrum,18,1,1,15
2024-04-10 00:00:00.000 UTC,base,1040,6,4,685
2024-04-10 00:00:00.000 UTC,optimism,441,16,21,430
2024-04-11 00:00:00.000 UTC,arbitrum,97,5,5,29
2024-04-11 00:00:00.000 UTC,base,1013,8,4,671
2024-04-11 00:00:00.000 UTC,optimism,502,21,28,477
2024-04-11 00:00:00.000 UTC,polygon,5,1,1,1
2024-04-11 00:00:00.000 UTC,scroll,2,2,2,2
2024-04-12 00:00:00.000 UTC,arbitrum,10,4,3,8
2024-04-12 00:00:00.000 UTC,base,838,6,4,549
2024-04-12 00:00:00.000 UTC,optimism,470,9,21,452
2024-04-12 00:00:00.000 UTC,polygon,1,1,1,1
2024-04-13 00:00:00.000 UTC,arbitrum,4,1,1,3
2024-04-13 00:00:00.000 UTC,base,809,3,2,554
2024-04-13 00:00:00.000 UTC,optimism,449,8,17,448
2024-04-14 00:00:00.000 UTC,arbitrum,3,1,1,2
2024-04-14 00:00:00.000 UTC,base,768,7,5,520
2024-04-14 00:00:00.000 UTC,optimism,419,5,15,418
2024-04-15 00:00:00.000 UTC,arbitrum,5,3,3,4
2024-04-15 00:00:00.000 UTC,base,1546,7,5,1039
2024-04-15 00:00:00.000 UTC,optimism,288,14,26,282
2024-04-16 00:00:00.000 UTC,arbitrum,65,6,6,8
2024-04-16 00:00:00.000 UTC,base,1458,5,3,968
2024-04-16 00:00:00.000 UTC,optimism,72,13,23,62
2024-04-17 00:00:00.000 UTC,arbitrum,166,7,6,6
2024-04-17 00:00:00.000 UTC,base,1400,7,8,938
2024-04-17 00:00:00.000 UTC,optimism,73,10,16,66
2024-04-17 00:00:00.000 UTC,polygon,3,1,1,1
2024-04-17 00:00:00.000 UTC,scroll,2,1,1,1
2024-04-18 00:00:00.000 UTC,arbitrum,7,4,4,6
2024-04-18 00:00:00.000 UTC,base,1226,8,7,828
2024-04-18 00:00:00.000 UTC,optimism,61,11,21,58
2024-04-19 00:00:00.000 UTC,arbitrum,3,3,3,3
2024-04-19 00:00:00.000 UTC,base,1433,8,4,951
2024-04-19 00:00:00.000 UTC,optimism,81,14,24,61
2024-04-19 00:00:00.000 UTC,polygon,9,1,1,1
2024-04-20 00:00:00.000 UTC,base,1187,8,4,806
2024-04-20 00:00:00.000 UTC,optimism,37,10,16,35
2024-04-21 00:00:00.000 UTC,arbitrum,4,2,2,2
2024-04-21 00:00:00.000 UTC,base,1285,7,5,854
2024-04-21 00:00:00.000 UTC,ethereum,1,1,1,1
2024-04-21 00:00:00.000 UTC,optimism,40,7,13,38
2024-04-21 00:00:00.000 UTC,scroll,1,1,1,1
2024-04-22 00:00:00.000 UTC,arbitrum,7,3,3,6
2024-04-22 00:00:00.000 UTC,base,1381,8,14,904
2024-04-22 00:00:00.000 UTC,optimism,328,18,25,95
2024-04-22 00:00:00.000 UTC,polygon,1,1,1,1
2024-04-23 00:00:00.000 UTC,arbitrum,58,6,6,42
2024-04-23 00:00:00.000 UTC,base,4228,8,4,3220
2024-04-23 00:00:00.000 UTC,celo,3,2,1,3
2024-04-23 00:00:00.000 UTC,optimism,111,14,15,56
